model,accuracy,precision_macro,recall_macro,f1_macro,roc_auc,train_time_sec
TFIDF_LogisticRegression,0.8684063845958956,0.8364811303190722,0.7681187415863349,0.7939735502899845,0.819664493838349,1.360304594039917
TFIDF_LinearSVC,0.8667848999239929,0.839642867017326,0.7587637947935739,0.7877221509103416,0.8113038896225335,1.6137385368347168
