model,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_rmse_std,cv_r2_mean,cv_r2_std,use_log_target
RandomForestRegressor,9.006526736095042,0.5862668526715712,57.75874424625914,26.06906784884314,0.9271232986612202,0.05544543426945569,True
DecisionTreeRegressor,10.254330691038508,0.7611987746886075,57.970984330814254,22.991044546268704,0.9286262559933643,0.04717416253677066,True
LinearRegression,18.106291040813158,0.30534354847962075,75.44436943120407,21.230958522546647,0.8845220700314153,0.05158055329533802,False
