model,accuracy,precision_macro,recall_macro,f1_macro,roc_auc,recall_class_0,precision_class_0,f1_class_0,recall_class_1,precision_class_1,f1_class_1
RandomForestClassifier_TUNED,0.72770908332029,0.5878569353833376,0.586328672966721,0.5870642277930429,0.6280468162018626,0.3420009905894007,0.3502409332995181,0.34607192081192834,0.8306563553440413,0.8254729374671571,0.8280565347741574
