payment_type_mode,negative_or_neutral,positive
boleto,0.1640916808642742,-0.08951056874663685
credit_card,-0.4529080711222198,0.24705736953008622
debit_card,-1.8098147038561652,0.987238003870524
not_defined,2.787462543887018,-1.52053630232279
unknown,1.6093422500691692,-0.877882043458661
voucher,3.7278996859530484,-2.0335364922984542
