payment_type_mode,negative_or_neutral,positive
boleto,4502.988740587597,15133.011259412402
credit_card,17322.609670325215,58215.39032967478
debit_card,348.80046213249824,1172.1995378675017
not_defined,0.687969353318537,2.312030646681463
unknown,0.22932311777284567,0.7706768822271544
voucher,452.6838344835973,1521.3161655164026
